id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flud_0620_v1
264458,7,2,5,2,3,7,7,4,4,7,9,9,8,4,5,3,9,11,3,4,0.575,0.57229644
771788,3,7,4,6,4,3,3,2,5,4,1,6,3,8,2,9,6,1,7,8,0.505,0.46563047
366256,2,5,5,5,7,3,5,9,6,7,3,5,1,2,6,2,4,5,5,5,0.44,0.4734475
688228,8,5,6,8,4,5,4,4,8,5,5,3,4,4,3,3,2,5,5,2,0.46,0.47244102
504270,7,5,5,2,5,3,3,5,8,9,10,3,7,1,10,4,5,1,6,4,0.52,0.53565836
6052,2,5,6,8,6,6,4,7,2,4,5,4,4,5,10,2,7,1,9,6,0.525,0.5442091
998984,3,6,3,5,3,4,7,8,7,3,7,6,4,1,6,8,5,6,7,6,0.535,0.5319718
820378,3,4,5,5,4,8,7,5,2,4,4,5,3,7,7,2,5,3,5,9,0.475,0.49183047
446602,5,5,4,5,5,3,4,4,4,4,2,2,4,1,4,3,5,4,4,4,0.38,0.38731372
406180,4,6,4,3,4,11,3,6,3,7,5,5,2,3,5,4,4,7,8,5,0.52,0.48682362
209507,4,5,7,6,3,5,4,12,5,6,7,4,3,7,5,6,4,6,6,6,0.575,0.5652649
295479,7,5,6,3,1,5,2,3,6,7,7,4,1,11,5,4,7,4,4,4,0.5,0.4834001
1092958,8,7,5,6,7,6,1,9,6,7,6,3,4,9,5,3,4,3,1,7,0.54,0.5647884
842639,4,3,9,7,5,7,5,3,4,3,2,2,8,6,2,9,3,5,5,10,0.51,0.5233842
718017,5,4,5,4,7,7,3,5,5,5,5,3,10,7,5,4,6,5,4,5,0.525,0.5388728
892114,5,6,4,4,9,9,3,9,6,7,7,0,6,5,3,8,2,5,6,5,0.55,0.5777031
589821,6,2,4,4,9,3,7,4,6,3,6,2,6,4,6,2,6,6,5,5,0.48,0.48780468
576927,8,2,3,8,3,9,2,5,2,5,5,4,3,4,4,8,6,6,4,2,0.46,0.47388783
572597,7,1,4,8,6,4,6,5,4,5,3,3,5,3,5,8,2,6,6,1,0.435,0.4667525
32820,3,3,4,8,3,2,6,5,3,6,3,4,3,6,4,3,4,4,4,4,0.41,0.3991781
143871,3,6,2,4,3,5,8,4,3,5,5,5,4,5,4,2,4,6,3,5,0.43,0.43461072
710872,5,7,6,5,7,6,4,3,4,5,3,8,2,4,6,4,6,3,4,5,0.51,0.4833805
1032945,6,2,9,3,5,8,3,5,6,4,8,2,4,8,6,4,5,5,3,4,0.505,0.49282783
552649,5,11,3,6,4,1,5,4,5,4,5,3,3,5,6,3,3,2,9,6,0.455,0.48721942
222927,5,6,6,0,7,6,2,5,7,7,5,3,1,6,8,4,6,6,4,4,0.5,0.50434214
994556,3,0,5,6,7,5,3,6,4,7,9,4,10,6,5,2,5,7,6,7,0.56,0.5517825
165013,3,3,3,3,7,2,5,4,6,9,5,4,1,4,4,6,4,7,4,7,0.45,0.4666495
432740,1,2,2,4,6,4,9,5,2,2,3,3,3,7,8,4,7,4,6,10,0.51,0.47101396
217746,4,7,7,6,6,3,4,5,4,2,4,2,1,5,6,6,5,9,1,6,0.46,0.4727866
529712,6,4,4,4,8,7,3,8,6,4,4,6,5,3,3,4,4,6,3,5,0.475,0.49021196
446550,10,4,5,4,4,4,7,2,3,5,6,8,4,6,3,4,1,6,2,6,0.45,0.4808926
495131,4,5,2,3,11,3,6,6,5,7,7,4,5,6,3,1,8,6,8,2,0.51,0.5291882
638418,6,4,10,7,4,2,5,6,1,5,7,4,5,5,7,4,7,9,5,4,0.54,0.55324125
434144,4,7,4,1,6,5,6,6,7,4,6,4,5,4,3,4,5,10,4,5,0.495,0.5139793
848324,3,9,6,7,5,4,7,5,7,9,3,4,3,5,7,4,5,5,1,6,0.535,0.54726493
421599,4,4,7,4,6,5,4,5,8,4,3,10,5,5,6,5,4,5,6,5,0.535,0.54366183
991718,3,5,5,9,4,8,3,3,7,9,6,2,4,4,7,5,4,5,6,5,0.535,0.5322259
863202,9,3,3,3,5,6,4,3,8,6,4,4,3,5,3,5,7,7,7,7,0.51,0.5262455
198967,4,2,3,8,7,4,3,7,3,1,5,7,6,4,3,3,2,3,6,8,0.45,0.43772876
694783,6,4,5,2,11,4,4,3,9,4,7,1,6,5,5,1,7,5,3,5,0.485,0.4995198
483784,8,5,5,7,4,5,4,4,4,5,3,3,8,4,7,4,8,4,6,7,0.53,0.5375251
652517,5,4,4,2,6,3,4,6,4,4,6,11,3,7,3,3,2,3,5,7,0.445,0.46403542
90314,3,4,6,6,4,5,4,7,4,1,6,2,3,4,4,8,6,3,6,6,0.435,0.47719434
1092525,4,6,5,2,7,3,9,9,3,3,7,6,1,5,3,8,5,6,4,4,0.53,0.5178871
951799,3,1,4,9,4,3,6,2,3,2,3,3,3,4,3,1,8,8,0,2,0.415,0.3922897
133867,5,8,2,7,7,6,3,7,3,5,3,5,4,3,4,3,5,8,9,7,0.535,0.5354513
39647,4,6,5,5,5,5,2,6,2,6,2,6,2,5,5,4,3,4,6,5,0.43,0.431126
821751,6,5,6,7,5,6,4,7,4,2,3,3,4,9,3,6,7,4,5,7,0.52,0.53093374
275252,5,9,4,3,4,4,4,1,8,6,3,7,7,5,5,4,2,3,8,7,0.505,0.49388134
553907,3,7,5,7,3,3,5,7,6,7,6,8,3,1,4,4,5,6,3,4,0.485,0.4876138
457294,7,5,6,6,4,6,3,5,6,6,5,4,5,6,7,8,6,4,8,3,0.585,0.5695559
1052153,2,8,5,4,3,3,11,3,3,6,10,4,5,5,4,7,3,2,3,7,0.485,0.5102048
93649,4,2,1,4,3,1,5,4,3,5,6,6,2,5,9,4,3,4,6,7,0.405,0.4091704
804289,3,4,2,5,8,2,4,3,7,4,6,4,3,6,7,2,3,5,4,4,0.43,0.42122003
276121,5,3,5,2,6,5,7,2,3,8,3,6,5,6,4,6,3,4,4,8,0.46,0.48229477
651106,3,2,6,8,6,8,4,8,3,5,2,5,5,5,2,3,4,1,9,6,0.51,0.47375613
951807,8,3,4,4,2,4,4,2,5,4,9,5,2,7,6,5,6,7,2,1,0.425,0.4475491
169096,3,4,8,5,8,4,6,7,10,6,4,4,7,5,2,6,1,8,0,4,0.54,0.51860017
635354,6,8,5,7,4,9,3,6,4,3,5,5,4,10,11,6,4,4,4,3,0.575,0.563547
534229,3,5,7,5,4,2,3,3,1,5,6,6,6,7,10,9,7,7,1,4,0.54,0.5160198
705451,3,5,9,7,5,6,4,9,5,3,3,7,5,4,2,6,2,4,3,4,0.5,0.4792518
61493,4,7,5,1,5,6,3,3,4,7,8,2,1,6,12,6,7,2,3,3,0.515,0.48446685
1011724,4,5,5,5,3,2,7,7,2,7,7,6,3,5,5,3,5,4,8,4,0.48,0.5016117
546703,4,5,3,3,5,4,6,1,6,8,7,8,3,4,8,5,5,2,5,9,0.54,0.52743745
803114,6,9,7,4,5,3,6,4,6,1,9,2,1,4,1,3,2,4,3,7,0.43,0.44117975
490425,5,5,4,4,8,4,3,4,4,7,2,7,4,5,7,4,5,5,4,5,0.49,0.48083457
212473,5,5,3,3,4,4,6,4,4,6,6,4,4,9,3,5,5,6,4,5,0.47,0.482476
681059,6,7,3,6,5,8,3,11,2,4,12,7,1,3,6,4,4,3,5,3,0.525,0.52977556
696256,2,1,7,4,6,6,4,4,5,4,10,9,9,4,5,3,11,3,5,2,0.535,0.53073573
393722,4,2,7,4,3,5,4,5,5,5,3,4,4,6,4,5,2,4,2,5,0.41,0.40789342
651551,5,8,6,4,6,1,5,7,5,4,3,6,5,3,4,6,7,4,4,6,0.54,0.5148523
903825,7,1,0,1,3,13,8,8,5,6,7,7,8,6,4,5,5,1,3,6,0.52,0.5406979
817831,3,1,5,5,2,1,3,5,5,4,3,4,10,7,5,4,9,9,2,7,0.515,0.47852224
727713,3,4,6,5,4,2,6,5,4,10,10,5,4,3,9,4,6,7,4,4,0.535,0.53257
973688,3,2,9,5,3,9,5,5,7,11,8,3,4,4,4,7,4,2,6,5,0.5,0.5377891
437398,7,1,7,5,2,4,6,8,8,4,3,4,6,5,2,7,6,3,3,8,0.5,0.5031651
410290,2,6,6,2,9,4,6,6,9,1,9,3,7,1,6,5,5,3,4,3,0.465,0.5030429
566689,6,8,5,5,4,5,4,4,4,5,5,5,5,3,1,8,3,8,5,5,0.49,0.48516122
907117,2,7,7,6,4,4,3,7,3,6,5,5,8,7,3,5,5,9,5,3,0.56,0.5368629
1075871,2,6,4,4,3,4,2,2,7,5,9,9,7,5,6,5,2,2,2,6,0.435,0.47762415
865764,5,4,6,3,6,5,1,3,8,5,6,4,6,1,6,7,2,9,5,5,0.485,0.48914018
955841,6,5,5,6,5,4,4,4,4,5,4,3,6,3,9,8,8,2,4,6,0.525,0.5187281
348209,3,3,3,4,2,8,6,9,4,5,8,3,5,8,2,5,5,3,6,3,0.47,0.48100823
1087111,9,6,5,5,4,8,7,3,7,8,7,7,7,1,4,3,6,6,4,5,0.575,0.5816288
370816,6,5,7,3,4,8,5,5,4,7,3,3,3,4,8,3,4,4,6,2,0.51,0.48114213
918030,8,8,8,6,5,7,5,7,4,6,5,3,5,4,3,5,8,6,4,6,0.6,0.58031803
119479,2,6,7,7,5,5,9,8,3,6,1,5,4,8,4,9,5,7,3,0,0.585,0.5436808
1072476,6,7,4,6,6,2,5,9,5,4,5,4,4,7,7,6,6,6,9,8,0.59,0.6055154
545486,10,3,9,4,4,7,4,3,4,4,1,6,8,8,1,8,4,1,2,2,0.48,0.47283655
1055903,3,7,6,2,4,5,5,5,4,6,7,5,2,3,4,4,4,6,8,7,0.475,0.48785278
408998,4,7,5,3,3,6,1,7,5,1,7,2,2,6,6,9,9,3,8,6,0.605,0.51414025
579259,5,8,4,5,1,5,2,3,2,9,7,3,3,9,2,6,5,3,6,4,0.485,0.46099153
397001,8,5,4,3,5,5,9,2,2,4,2,4,3,7,4,6,5,7,6,6,0.475,0.48730147
474389,5,8,3,6,6,7,6,3,5,7,4,3,5,8,9,4,5,6,5,7,0.57,0.589073
309692,3,2,5,5,5,4,7,3,3,5,6,5,5,3,2,3,6,3,3,8,0.42,0.41694552
558344,3,6,4,5,5,5,5,7,5,6,4,6,9,5,5,11,2,10,4,2,0.565,0.5460536
341866,4,6,4,4,3,4,5,6,4,4,3,6,5,5,5,7,5,4,8,6,0.475,0.49461323
513676,5,6,7,2,7,6,2,4,4,4,7,6,4,3,5,6,5,0,6,9,0.5,0.5217175
496430,5,6,3,7,4,2,2,2,5,10,9,3,6,3,4,7,4,7,5,4,0.485,0.51423
1034731,3,6,9,4,5,7,8,7,4,6,4,11,8,5,6,5,4,7,5,6,0.63,0.6226523
827406,7,6,6,2,3,4,5,5,8,3,3,4,8,6,5,5,5,1,3,3,0.515,0.47634244
930060,9,8,6,8,6,8,1,8,6,7,4,3,4,3,5,6,6,4,5,5,0.57,0.5827943
3451,7,6,2,7,3,5,7,6,6,4,5,8,7,6,2,5,3,4,2,2,0.475,0.4904195
1068106,7,4,5,5,5,7,9,3,5,4,4,4,10,4,4,4,4,3,6,0,0.485,0.49003762
1097485,3,4,6,4,4,6,3,7,6,8,2,4,6,6,5,8,8,5,5,4,0.525,0.5346683
751966,6,8,3,5,1,4,6,6,3,1,6,7,5,3,4,5,4,5,4,7,0.455,0.4738481
744182,5,6,4,3,4,3,7,9,7,6,9,3,6,5,5,4,10,7,5,7,0.61,0.598228
874655,5,10,5,4,3,4,5,8,7,1,3,6,4,5,7,3,7,8,3,5,0.535,0.53156614
799409,5,6,3,4,1,6,7,10,5,5,0,4,2,8,5,8,7,5,6,2,0.52,0.5150578
915947,4,6,4,6,5,4,4,6,6,4,8,6,3,4,6,5,4,4,5,7,0.505,0.51901466
440371,5,4,4,5,2,5,1,5,5,5,8,6,4,6,4,3,2,3,6,9,0.485,0.46979323
103715,6,2,5,9,4,6,9,1,4,9,4,10,5,4,7,4,3,4,7,4,0.57,0.5441966
883499,2,3,4,2,2,7,6,4,4,4,11,2,3,4,7,2,6,4,5,3,0.4,0.41471237
363532,4,3,6,5,5,5,3,5,9,1,2,6,5,6,5,5,3,8,3,2,0.485,0.46027902
684530,3,6,3,9,4,5,5,5,9,6,7,6,10,4,3,5,4,3,4,6,0.545,0.54711115
347661,5,5,4,6,5,6,5,5,7,6,7,6,8,7,8,5,6,5,7,3,0.6,0.6090407
37522,6,8,2,5,9,5,2,4,9,9,5,5,7,6,5,3,6,8,4,5,0.595,0.58318293
848185,9,4,5,6,8,7,6,7,3,2,7,4,7,3,6,3,4,4,5,9,0.57,0.56712914
477038,3,4,9,9,7,7,6,4,3,5,9,7,4,5,5,3,5,8,4,2,0.57,0.55795074
1012758,2,5,3,5,4,6,2,8,7,8,7,5,6,4,5,2,4,2,3,4,0.455,0.47243497
38661,6,6,2,5,6,6,8,3,3,8,5,8,4,4,4,5,5,4,7,6,0.53,0.5317708
776645,3,4,5,8,4,4,7,2,6,3,6,3,6,6,3,4,7,7,6,4,0.475,0.49878997
996034,6,5,7,5,9,3,4,6,3,7,5,3,3,4,9,6,3,4,4,4,0.505,0.5144111
743540,4,7,4,5,6,6,4,4,6,2,6,4,6,4,8,5,5,8,10,3,0.545,0.54453325
170216,1,4,4,6,6,4,7,5,3,2,6,4,9,5,4,4,5,5,4,4,0.515,0.47304204
658431,2,7,3,4,3,13,1,8,4,6,7,1,4,6,3,8,4,9,9,3,0.53,0.5409004
491824,2,4,7,4,4,3,6,8,3,3,4,4,3,7,4,8,4,5,6,8,0.465,0.48941684
93595,4,4,7,9,1,5,4,6,5,4,5,5,5,4,6,4,4,4,2,3,0.505,0.46533465
499771,4,8,3,7,7,3,5,4,4,7,3,4,5,5,3,4,5,5,4,5,0.47,0.481902
898019,7,3,4,8,5,3,4,5,5,6,3,5,5,2,9,4,6,6,4,7,0.505,0.5234072
367870,2,6,7,6,5,5,7,7,3,3,6,7,5,8,5,6,5,3,4,1,0.505,0.5202516
1084538,4,6,4,3,5,6,4,6,6,2,5,4,2,5,6,7,3,4,9,7,0.485,0.49030212
419775,3,7,7,2,5,7,7,4,3,3,8,4,4,10,3,4,4,4,7,2,0.475,0.5056784
443656,10,8,3,3,3,5,7,7,4,8,7,8,3,5,6,7,5,8,5,8,0.63,0.62224615
802437,7,4,3,3,2,3,5,5,8,6,3,5,4,1,5,7,1,5,6,4,0.44,0.44679344
946925,6,4,2,5,2,6,5,6,4,3,1,4,3,11,10,3,2,6,6,3,0.485,0.44582295
648876,5,2,7,5,7,4,9,5,5,5,5,5,5,5,4,7,3,2,4,4,0.53,0.48930097
292984,9,2,1,5,6,7,8,5,4,9,2,3,5,3,1,4,4,7,6,9,0.555,0.5093511
299426,6,2,6,9,4,3,7,8,5,4,4,3,5,3,8,2,4,2,3,6,0.51,0.4685458
581533,2,5,3,6,6,8,3,6,10,4,3,8,3,3,4,2,6,4,5,5,0.48,0.486506
424271,4,7,4,3,6,4,5,4,6,5,8,4,5,6,4,3,2,6,5,1,0.455,0.47829902
304326,10,9,7,6,0,6,1,4,5,4,4,8,3,7,7,6,6,5,2,6,0.53,0.55061644
916617,5,6,7,5,6,5,5,4,4,9,6,7,8,2,4,7,2,7,3,4,0.555,0.54045576
1051913,6,3,2,9,6,4,8,5,8,2,3,7,3,5,3,6,5,6,3,3,0.475,0.49038574
647673,5,4,9,4,8,5,5,5,6,3,10,5,9,5,3,4,3,3,3,6,0.5,0.53548896
1049840,4,4,6,2,2,3,6,7,2,6,6,8,7,7,2,4,4,5,5,2,0.435,0.46874928
535925,6,7,6,5,8,5,6,6,4,6,9,8,5,3,7,5,6,5,6,2,0.6,0.5920333
534245,9,5,2,0,6,3,4,3,12,3,2,5,4,6,5,6,1,7,3,6,0.505,0.4731424
987991,6,5,5,4,4,5,5,6,4,4,4,5,5,8,4,4,3,3,4,6,0.47,0.47613585
638563,2,8,5,4,5,4,4,5,3,7,5,5,4,7,4,7,7,5,3,7,0.525,0.52875304
274758,6,4,3,7,5,6,5,3,8,8,3,6,6,6,2,6,5,6,4,5,0.535,0.5383272
680387,3,5,4,3,2,5,4,4,3,9,4,3,5,9,1,5,5,13,0,12,0.53,0.4747113
252649,3,5,9,4,4,7,4,6,6,7,5,4,7,5,5,4,6,8,7,7,0.575,0.5904264
988982,7,7,3,3,3,4,6,4,4,5,5,7,5,1,8,5,5,1,4,5,0.515,0.47191137
540517,6,5,4,8,3,2,3,6,5,4,9,2,5,5,4,4,7,2,5,6,0.52,0.48944017
264415,6,6,7,5,5,6,5,6,4,3,2,7,3,7,4,3,5,3,8,5,0.495,0.500337
1040433,0,6,4,1,5,1,6,6,5,5,3,4,5,7,5,8,4,8,12,6,0.505,0.5208187
745410,5,5,5,6,4,5,3,2,5,8,7,3,3,5,4,7,2,4,5,4,0.48,0.472776
26232,3,10,4,1,3,5,4,1,9,5,8,4,9,3,2,2,3,4,4,12,0.49,0.48749468
381938,5,5,5,2,4,8,9,7,3,3,4,6,5,1,3,3,8,2,4,2,0.45,0.45367718
453223,8,3,4,10,6,8,3,7,6,7,5,2,7,5,4,3,5,8,10,4,0.6,0.5902943
161115,7,6,6,5,6,4,4,5,2,3,1,5,10,3,7,4,4,6,10,5,0.525,0.53041077
1005568,2,7,6,11,3,11,7,2,8,4,9,2,4,4,2,7,2,2,5,5,0.525,0.52619874
354937,4,8,4,2,6,4,10,5,3,5,3,7,8,1,7,1,6,2,2,4,0.455,0.4726259
617619,4,4,8,6,7,7,7,5,7,8,4,5,7,5,4,7,6,4,3,3,0.585,0.5797343
16191,7,1,5,3,7,4,5,4,3,8,7,9,7,1,6,1,3,3,7,3,0.445,0.4833285
1063759,3,5,5,2,10,4,7,8,8,2,5,5,6,4,6,4,6,4,5,5,0.585,0.5321989
579725,6,3,5,4,8,3,4,7,3,5,3,6,5,4,4,5,3,6,4,4,0.44,0.47217977
1005651,6,3,4,5,2,7,1,8,5,11,5,3,8,4,2,5,5,6,4,5,0.52,0.49369192
472872,3,4,5,3,4,8,6,1,8,4,5,3,7,4,4,3,6,3,8,4,0.48,0.46111792
559860,1,11,1,6,1,6,2,1,5,3,4,1,1,6,7,6,2,6,5,1,0.37,0.39503312
793208,3,9,5,6,6,7,6,7,8,4,4,7,6,8,1,3,5,4,5,6,0.565,0.5734601
874568,5,9,4,3,4,6,9,4,4,2,3,5,3,3,5,3,5,3,8,5,0.455,0.46794567
808894,6,4,4,2,8,2,4,4,5,3,7,7,4,9,2,6,4,3,5,12,0.505,0.5192212
315977,5,6,4,6,7,6,4,5,5,3,2,10,2,5,6,7,3,3,6,4,0.495,0.49849644
399776,6,2,9,3,3,6,8,7,6,5,7,6,1,3,8,4,2,7,0,5,0.485,0.49766308
1115746,8,1,6,1,11,4,7,3,3,5,2,11,2,2,6,4,4,2,9,4,0.47,0.4895743
1045841,3,4,6,4,8,6,5,9,10,5,2,5,3,4,3,2,2,4,6,6,0.48,0.48717165
925145,7,4,7,4,2,4,2,7,7,4,6,8,1,5,5,9,4,6,2,2,0.5,0.48378822
680020,3,5,3,7,6,6,7,4,3,5,5,5,5,3,3,6,6,5,8,5,0.495,0.5131691
503871,4,6,2,7,2,5,8,4,6,5,5,2,6,5,4,4,2,4,5,6,0.515,0.46919096
256132,8,3,6,4,3,2,4,4,4,4,3,4,5,8,3,3,3,5,4,4,0.42,0.41349375
141967,9,5,9,4,5,2,5,4,5,5,5,5,4,5,5,8,5,7,6,7,0.565,0.5675777
198554,7,5,5,8,6,6,9,6,7,6,6,5,5,6,3,5,4,6,8,5,0.62,0.6123839
302958,6,5,6,6,0,3,10,6,2,5,8,4,11,5,4,6,4,6,3,11,0.56,0.5775645
1116721,8,2,6,7,2,4,2,7,8,9,6,6,6,7,4,4,5,2,2,2,0.5,0.49502453
709330,3,3,11,4,8,6,1,3,6,4,4,2,13,5,4,3,4,1,3,0,0.42,0.45393
613895,8,8,5,3,5,7,5,4,3,7,3,4,4,5,5,4,5,6,2,6,0.495,0.51266867
824947,8,10,6,2,5,5,3,5,7,5,10,3,3,1,6,3,3,8,7,4,0.535,0.5410998
898601,5,2,7,5,5,4,7,7,3,7,2,1,5,5,9,6,5,2,4,3,0.445,0.47988862
400518,4,11,5,4,3,4,5,3,7,6,4,4,5,5,2,7,2,4,8,4,0.51,0.48907122
472968,5,1,5,4,5,8,6,2,8,4,6,5,7,6,10,2,3,1,6,6,0.555,0.50985634
412383,5,2,6,7,4,2,3,7,8,6,11,5,4,6,4,3,10,9,3,6,0.565,0.5751022
550445,7,2,4,5,7,5,2,7,6,6,2,3,2,6,4,7,5,2,5,9,0.52,0.4858634
200080,4,2,6,4,3,6,2,8,8,6,5,3,7,4,5,2,7,1,3,8,0.445,0.48348927
864825,3,6,7,6,7,6,6,4,6,6,6,8,5,8,4,4,2,8,7,7,0.59,0.6100626
1099054,5,3,5,4,5,6,4,7,4,6,5,9,4,3,5,4,4,2,5,5,0.52,0.48581576
560766,7,4,5,6,8,5,6,6,1,6,6,5,3,4,5,6,5,4,9,5,0.555,0.53872097
221419,9,4,3,5,3,5,7,6,5,4,6,4,5,5,3,4,9,1,9,1,0.49,0.50147504
627792,5,4,6,2,5,7,6,4,9,3,8,6,8,5,3,8,8,3,5,4,0.565,0.54458797
1064471,5,9,5,5,5,5,3,5,4,5,5,7,3,3,5,7,6,8,3,3,0.605,0.51058066
547377,4,3,3,9,4,10,5,2,6,1,7,2,2,8,10,5,6,2,5,3,0.49,0.48632586
554664,8,4,4,6,5,6,4,7,8,3,6,6,8,9,6,2,7,3,7,3,0.57,0.5815159
714489,4,5,4,5,4,8,3,4,6,5,5,4,2,6,7,2,5,5,4,2,0.455,0.4475962
946829,5,7,6,4,5,6,5,6,6,3,4,2,6,2,2,6,2,8,11,5,0.54,0.51314175
813661,5,9,5,8,4,1,4,4,6,7,7,4,5,4,1,6,4,3,4,5,0.5,0.48234668
622230,4,4,4,4,4,4,5,5,9,4,5,4,4,5,5,6,6,3,5,8,0.49,0.49557546
464287,5,7,4,2,8,7,4,7,4,5,7,7,3,7,6,5,8,5,7,3,0.575,0.58892506
705649,2,3,6,3,2,3,2,5,3,7,8,9,5,9,4,7,1,8,2,3,0.435,0.4713298
803595,4,5,6,5,11,5,5,1,4,4,7,5,3,4,6,3,3,5,7,6,0.495,0.49943644
422514,3,2,4,1,6,4,3,6,9,4,5,8,4,6,7,5,6,10,4,3,0.54,0.5076079
356456,11,4,6,8,4,9,5,3,3,6,3,4,5,4,4,3,5,6,3,3,0.52,0.49836916
505577,1,6,2,1,5,6,8,5,5,6,4,5,2,3,5,5,5,5,5,3,0.44,0.4257534
771366,7,4,3,4,6,4,8,4,8,8,4,8,6,4,6,5,9,4,5,6,0.595,0.58386797
1091134,5,4,7,4,2,2,5,3,7,5,6,7,6,2,4,8,6,3,4,4,0.49,0.47650218
104000,4,13,5,4,3,6,3,6,7,7,3,5,8,4,2,6,5,7,9,2,0.57,0.5618608
799353,2,4,9,4,4,6,1,4,2,8,2,3,5,6,2,1,4,12,5,1,0.4,0.42734835
176453,3,2,8,4,8,7,3,4,5,6,2,8,5,2,7,7,4,3,3,5,0.49,0.48026824
513038,6,6,4,6,6,3,4,5,15,5,5,4,2,2,4,5,3,6,4,8,0.525,0.5156058
648595,5,6,5,3,7,10,5,6,2,3,4,4,2,2,5,2,4,7,1,7,0.45,0.46004257
127143,7,5,5,2,0,2,3,4,1,7,13,6,7,8,7,2,5,2,8,3,0.475,0.49199164
565821,6,6,9,3,3,5,9,4,4,3,10,4,6,8,6,3,5,5,8,3,0.58,0.5584204
109321,1,10,7,3,6,4,2,5,5,6,2,1,1,3,6,5,10,6,10,5,0.5,0.50121367
618683,4,5,4,1,8,8,4,6,4,6,5,5,3,3,5,7,2,4,4,9,0.51,0.48993427
123151,3,5,5,10,4,8,2,4,6,6,5,8,4,5,5,4,5,7,6,4,0.555,0.54397494
937767,4,7,5,2,2,2,7,11,5,5,9,6,3,8,3,4,7,2,7,1,0.54,0.5257238
326654,4,6,3,4,5,3,3,3,5,2,3,8,2,4,2,6,4,3,2,6,0.38,0.39810133
737543,4,4,2,4,7,0,2,4,3,5,6,8,8,4,8,3,3,6,2,2,0.4,0.4215783
297930,5,5,3,5,4,8,8,7,5,7,4,5,7,3,3,4,7,4,8,8,0.56,0.5716754
3178,8,3,5,5,8,2,2,3,7,5,5,3,7,3,4,6,3,9,4,7,0.515,0.50162625
1078996,2,4,4,6,6,8,6,5,1,6,0,3,9,5,4,4,3,7,5,2,0.495,0.4696691
1033439,4,5,5,6,1,3,5,6,6,10,4,2,4,2,8,2,1,4,8,4,0.46,0.44047648
607019,5,5,6,5,4,8,7,4,5,3,1,6,5,6,4,4,5,3,3,3,0.515,0.47277057
1058117,7,3,6,4,8,6,3,4,3,6,5,6,2,7,2,6,10,4,3,8,0.525,0.52644354
1061789,7,5,5,3,3,5,4,5,11,2,11,7,3,4,4,5,7,4,6,3,0.525,0.52983713
463962,2,5,9,6,4,9,3,8,2,7,1,4,2,3,5,8,4,3,5,8,0.475,0.4894152
1054243,3,7,8,4,5,6,6,4,3,6,4,6,4,4,3,5,3,2,6,2,0.455,0.46392915
520019,6,6,4,7,6,3,10,8,6,4,3,5,6,2,6,1,6,5,6,6,0.555,0.5510505
523261,7,3,1,7,6,4,7,7,5,5,6,5,6,2,5,9,3,7,1,4,0.515,0.5228751
1047648,6,4,5,7,7,5,4,8,7,5,2,3,7,7,9,1,4,6,6,5,0.565,0.5604556
877790,7,3,1,2,3,4,6,6,3,9,6,6,5,4,3,5,5,10,4,6,0.485,0.491362
942310,9,6,8,6,3,7,6,8,2,2,0,6,14,5,3,1,7,2,3,7,0.55,0.5338753
241674,2,3,1,6,5,9,3,2,2,4,4,9,3,5,6,4,5,3,6,10,0.515,0.46801957
748975,8,13,3,2,7,6,3,3,9,3,8,5,3,5,2,6,6,8,6,3,0.55,0.5510986
814096,3,4,8,4,5,4,4,4,3,3,6,6,3,7,3,5,4,6,9,5,0.48,0.4791146
758571,6,2,9,6,5,5,7,4,5,7,7,3,6,4,4,3,2,6,4,2,0.5,0.48606622
783376,9,1,2,3,6,8,9,2,6,4,6,3,3,3,6,3,3,5,6,4,0.505,0.47747284
312929,4,4,6,8,5,3,10,3,0,10,2,3,6,5,4,6,5,5,6,5,0.515,0.51740134
396565,4,4,6,4,3,6,6,4,5,3,4,4,5,3,4,6,5,5,8,3,0.455,0.46053138
52717,5,5,3,2,3,5,7,7,9,6,5,2,6,5,2,3,3,5,5,3,0.485,0.4797545
989773,6,6,3,9,5,7,6,6,5,4,5,5,2,5,1,2,2,6,4,3,0.51,0.47206366
754216,4,2,4,5,6,4,5,6,6,8,4,4,7,6,6,7,4,6,6,3,0.52,0.5278944
1026911,4,4,3,4,8,6,8,5,5,3,4,5,7,6,3,9,2,5,4,5,0.515,0.5134569
416738,3,5,4,4,3,3,5,8,4,8,10,7,3,6,5,5,4,5,7,5,0.525,0.53091586
737978,7,7,7,9,4,2,4,4,3,4,5,2,6,5,4,5,6,3,4,2,0.46,0.476263
638103,5,5,2,8,2,6,5,6,6,1,5,7,6,7,10,2,7,6,5,6,0.54,0.5495394
162672,4,7,5,4,6,4,3,7,4,4,6,2,8,4,7,3,5,6,2,6,0.51,0.49016863
1044676,4,5,3,2,9,3,5,5,7,4,6,3,4,6,4,4,5,7,8,6,0.54,0.5193867
405050,3,3,7,3,3,4,5,4,7,6,1,5,6,4,2,3,10,6,4,5,0.455,0.47373486
1092027,4,5,2,6,5,8,4,5,4,5,5,2,5,3,6,7,5,5,2,3,0.485,0.47406667
